name,identifier,setIdentifiers,sets,rarity,class,talent,type,actionSubType,equipmentType,resourceSubType,tokenSubType,weaponType,handsRequired,pitch,cost,power,defense,specialCost,specialPower,specialDefense,hero,young,health,intellect,keywords,earthFusion,iceFusion,lightningFusion,specialization,bannedFormats,functionalText,typeText,imageUrl
Cold Wave,cold-wave-red,ELE038,TalesOfAria,Rare,Ranger,Elemental,Action,Arrow,,,,,,1,1,5,3,,,,,,,,Fusion,,TRUE,,,,"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Ice Fusion** *(As an additional cost to play Cold Wave, you may reveal an Ice card from your hand.)*

If Cold Wave was **fused**, cards and activated abilities cost opposing heroes an additional {r} this turn.",Elemental Ranger Action – Arrow Attack,https://storage.googleapis.com/fabmaster/media/images/ELE038.width-450.png
Cold Wave,cold-wave-yellow,ELE039,TalesOfAria,Rare,Ranger,Elemental,Action,Arrow,,,,,,2,1,4,3,,,,,,,,Fusion,,TRUE,,,,"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Ice Fusion** *(As an additional cost to play Cold Wave, you may reveal an Ice card from your hand.)*

If Cold Wave was **fused**, cards and activated abilities cost opposing heroes an additional {r} this turn.",Elemental Ranger Action – Arrow Attack,https://storage.googleapis.com/fabmaster/media/images/ELE039.width-450.png
Cold Wave,cold-wave-blue,ELE040,TalesOfAria,Rare,Ranger,Elemental,Action,Arrow,,,,,,3,1,3,3,,,,,,,,Fusion,,TRUE,,,,"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Ice Fusion** *(As an additional cost to play Cold Wave, you may reveal an Ice card from your hand.)*

If Cold Wave was **fused**, cards and activated abilities cost opposing heroes an additional {r} this turn.",Elemental Ranger Action – Arrow Attack,https://storage.googleapis.com/fabmaster/media/images/ELE040.width-450.png
Snap Shot,snap-shot-red,ELE041,TalesOfAria,Rare,Ranger,Elemental,Action,Arrow,,,,,,1,0,4,3,,,,,,,,Fusion,,,TRUE,,,"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Lightning Fusion** *(As an additional cost to play Snap Shot, you may reveal a Lightning card from your hand.)*

If Snap Shot was **fused**, you may activate abilities of bows you control an additional time this turn and as though they were an instant.",Elemental Ranger Action – Arrow Attack,https://storage.googleapis.com/fabmaster/media/images/ELE041.width-450.png
Snap Shot,snap-shot-yellow,ELE042,TalesOfAria,Rare,Ranger,Elemental,Action,Arrow,,,,,,2,0,3,3,,,,,,,,Fusion,,,TRUE,,,"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Lightning Fusion** *(As an additional cost to play Snap Shot, you may reveal a Lightning card from your hand.)*

If Snap Shot was **fused**, you may activate abilities of bows you control an additional time this turn and as though they were an instant.",Elemental Ranger Action – Arrow Attack,https://storage.googleapis.com/fabmaster/media/images/ELE042.width-450.png
Snap Shot,snap-shot-blue,ELE043,TalesOfAria,Rare,Ranger,Elemental,Action,Arrow,,,,,,3,0,2,3,,,,,,,,Fusion,,,TRUE,,,"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Lightning Fusion** *(As an additional cost to play Snap Shot, you may reveal a Lightning card from your hand.)*

If Snap Shot was **fused**, you may activate abilities of bows you control an additional time this turn and as though they were an instant.",Elemental Ranger Action – Arrow Attack,https://storage.googleapis.com/fabmaster/media/images/ELE043.width-450.png
Blizzard Bolt,blizzard-bolt-red,ELE044,TalesOfAria,Common,Ranger,Elemental,Action,Arrow,,,,,,1,1,5,3,,,,,,,,Fusion,,TRUE,,,,"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Ice Fusion** *(As an additional cost to play Blizzard Bolt, you may reveal an Ice card from your hand.)*

If Blizzard Bolt was **fused**, whenever an attack deals damage to a hero this turn, create a Frostbite token under their control.",Elemental Ranger Action – Arrow Attack,https://storage.googleapis.com/fabmaster/media/images/ELE044.width-450.png
Blizzard Bolt,blizzard-bolt-yellow,ELE045,TalesOfAria,Common,Ranger,Elemental,Action,Arrow,,,,,,2,1,4,3,,,,,,,,Fusion,,TRUE,,,,"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Ice Fusion** *(As an additional cost to play Blizzard Bolt, you may reveal an Ice card from your hand.)*

If Blizzard Bolt was **fused**, whenever an attack deals damage to a hero this turn, create a Frostbite token under their control.",Elemental Ranger Action – Arrow Attack,https://storage.googleapis.com/fabmaster/media/images/ELE045.width-450.png
Blizzard Bolt,blizzard-bolt-blue,ELE046,TalesOfAria,Common,Ranger,Elemental,Action,Arrow,,,,,,3,1,3,3,,,,,,,,Fusion,,TRUE,,,,"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Ice Fusion** *(As an additional cost to play Blizzard Bolt, you may reveal an Ice card from your hand.)*

If Blizzard Bolt was **fused**, whenever an attack deals damage to a hero this turn, create a Frostbite token under their control.",Elemental Ranger Action – Arrow Attack,https://storage.googleapis.com/fabmaster/media/images/ELE046.width-450.png
Buzz Bolt,buzz-bolt-red,ELE047,TalesOfAria,Common,Ranger,Elemental,Action,Arrow,,,,,,1,1,5,3,,,,,,,,Fusion,,,TRUE,,,"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Lightning Fusion** *(As an additional cost to play Buzz Bolt, you may reveal a Lightning card from your hand.)*

If Buzz Bolt was **fused**, whenever an attack hits a hero this turn, it deals 1 damage to them.",Elemental Ranger Action – Arrow Attack,https://storage.googleapis.com/fabmaster/media/images/ELE047.width-450.png
Buzz Bolt,buzz-bolt-yellow,ELE048,TalesOfAria,Common,Ranger,Elemental,Action,Arrow,,,,,,2,1,4,3,,,,,,,,Fusion,,,TRUE,,,"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Lightning Fusion** *(As an additional cost to play Buzz Bolt, you may reveal a Lightning card from your hand.)*

If Buzz Bolt was **fused**, whenever an attack hits a hero this turn, it deals 1 damage to them.",Elemental Ranger Action – Arrow Attack,https://storage.googleapis.com/fabmaster/media/images/ELE048.width-450.png
Buzz Bolt,buzz-bolt-blue,ELE049,TalesOfAria,Common,Ranger,Elemental,Action,Arrow,,,,,,3,1,3,3,,,,,,,,Fusion,,,TRUE,,,"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Lightning Fusion** *(As an additional cost to play Buzz Bolt, you may reveal a Lightning card from your hand.)*

If Buzz Bolt was **fused**, whenever an attack hits a hero this turn, it deals 1 damage to them.",Elemental Ranger Action – Arrow Attack,https://storage.googleapis.com/fabmaster/media/images/ELE049.width-450.png
Chilling Icevein,chilling-icevein-red,ELE050,TalesOfAria,Common,Ranger,Elemental,Action,Arrow,,,,,,1,1,5,3,,,,,,,,Fusion,,TRUE,,,,"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Ice Fusion** *(As an additional cost to play Chilling Icevein, you may reveal an Ice card from your hand.)*

If Chilling Icevein was **fused**, whenever an attack deals damage to a hero this turn, they discard a card unless they pay {r}.",Elemental Ranger Action – Arrow Attack,https://storage.googleapis.com/fabmaster/media/images/ELE050.width-450.png
Chilling Icevein,chilling-icevein-yellow,ELE051,TalesOfAria,Common,Ranger,Elemental,Action,Arrow,,,,,,2,1,4,3,,,,,,,,Fusion,,TRUE,,,,"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Ice Fusion** *(As an additional cost to play Chilling Icevein, you may reveal an Ice card from your hand.)*

If Chilling Icevein was **fused**, whenever an attack deals damage to a hero this turn, they discard a card unless they pay {r}.",Elemental Ranger Action – Arrow Attack,https://storage.googleapis.com/fabmaster/media/images/ELE051.width-450.png
Chilling Icevein,chilling-icevein-blue,ELE052,TalesOfAria,Common,Ranger,Elemental,Action,Arrow,,,,,,3,1,3,3,,,,,,,,Fusion,,TRUE,,,,"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Ice Fusion** *(As an additional cost to play Chilling Icevein, you may reveal an Ice card from your hand.)*

If Chilling Icevein was **fused**, whenever an attack deals damage to a hero this turn, they discard a card unless they pay {r}.",Elemental Ranger Action – Arrow Attack,https://storage.googleapis.com/fabmaster/media/images/ELE052.width-450.png
Dazzling Crescendo,dazzling-crescendo-red,ELE053,TalesOfAria,Common,Ranger,Elemental,Action,Arrow,,,,,,1,0,4,3,,,,,,,,"Fusion, GoAgain",,,TRUE,,,"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Lightning Fusion** *(As an additional cost to play Dazzling Crescendo, you may reveal an Lightning card from your hand.)*

If Dazzling Crescendo was **fused**, it gains **go again.**",Elemental Ranger Action – Arrow Attack,https://storage.googleapis.com/fabmaster/media/images/ELE053.width-450.png
Dazzling Crescendo,dazzling-crescendo-yellow,ELE054,TalesOfAria,Common,Ranger,Elemental,Action,Arrow,,,,,,2,0,3,3,,,,,,,,"Fusion, GoAgain",,,TRUE,,,"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Lightning Fusion** *(As an additional cost to play Dazzling Crescendo, you may reveal an Lightning card from your hand.)*

If Dazzling Crescendo was **fused**, it gains **go again.**",Elemental Ranger Action – Arrow Attack,https://storage.googleapis.com/fabmaster/media/images/ELE054.width-450.png
Dazzling Crescendo,dazzling-crescendo-blue,ELE055,TalesOfAria,Common,Ranger,Elemental,Action,Arrow,,,,,,3,0,2,3,,,,,,,,"Fusion, GoAgain",,,TRUE,,,"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Lightning Fusion** *(As an additional cost to play Dazzling Crescendo, you may reveal an Lightning card from your hand.)*

If Dazzling Crescendo was **fused**, it gains **go again.**",Elemental Ranger Action – Arrow Attack,https://storage.googleapis.com/fabmaster/media/images/ELE055.width-450.png
Flake Out,flake-out-red,ELE056,TalesOfAria,Common,Ranger,Elemental,Action,Arrow,,,,,,1,1,5,3,,,,,,,,"Fusion, Dominate",,TRUE,,,,"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Ice Fusion** *(As an additional cost to play Flake Out, you may reveal an Ice card from your hand.)*

If Flake Out was **fused**, it gains **dominate.** *(The defending hero can't defend Flake Out with more than 1 card from their hand.)*",Elemental Ranger Action – Arrow Attack,https://storage.googleapis.com/fabmaster/media/images/ELE056.width-450.png
Flake Out,flake-out-yellow,ELE057,TalesOfAria,Common,Ranger,Elemental,Action,Arrow,,,,,,2,1,4,3,,,,,,,,"Fusion, Dominate",,TRUE,,,,"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Ice Fusion** *(As an additional cost to play Flake Out, you may reveal an Ice card from your hand.)*

If Flake Out was **fused**, it gains **dominate.** *(The defending hero can't defend Flake Out with more than 1 card from their hand.)*",Elemental Ranger Action – Arrow Attack,https://storage.googleapis.com/fabmaster/media/images/ELE057.width-450.png
Flake Out,flake-out-blue,ELE058,TalesOfAria,Common,Ranger,Elemental,Action,Arrow,,,,,,3,1,3,3,,,,,,,,"Fusion, Dominate",,TRUE,,,,"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Ice Fusion** *(As an additional cost to play Flake Out, you may reveal an Ice card from your hand.)*

If Flake Out was **fused**, it gains **dominate.** *(The defending hero can't defend Flake Out with more than 1 card from their hand.)*",Elemental Ranger Action – Arrow Attack,https://storage.googleapis.com/fabmaster/media/images/ELE058.width-450.png
Frazzle,frazzle-red,ELE059,TalesOfAria,Common,Ranger,Elemental,Action,Arrow,,,,,,1,1,5,3,,,,,,,,Fusion,,,TRUE,,,"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Lightning Fusion** *(As an additional cost to play Frazzle, you may reveal a Lightning card from your hand.)*

If Frazzle was **fused**, whenever an attack would deal damage this turn, instead it deals that much damage plus 1.",Elemental Ranger Action – Arrow Attack,https://storage.googleapis.com/fabmaster/media/images/ELE059.width-450.png
Frazzle,frazzle-yellow,ELE060,TalesOfAria,Common,Ranger,Elemental,Action,Arrow,,,,,,2,1,4,3,,,,,,,,Fusion,,,TRUE,,,"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Lightning Fusion** *(As an additional cost to play Frazzle, you may reveal a Lightning card from your hand.)*

If Frazzle was **fused**, whenever an attack would deal damage this turn, instead it deals that much damage plus 1.",Elemental Ranger Action – Arrow Attack,https://storage.googleapis.com/fabmaster/media/images/ELE060.width-450.png
Frazzle,frazzle-blue,ELE061,TalesOfAria,Common,Ranger,Elemental,Action,Arrow,,,,,,3,1,3,3,,,,,,,,Fusion,,,TRUE,,,"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Lightning Fusion** *(As an additional cost to play Frazzle, you may reveal a Lightning card from your hand.)*

If Frazzle was **fused**, whenever an attack would deal damage this turn, instead it deals that much damage plus 1.",Elemental Ranger Action – Arrow Attack,https://storage.googleapis.com/fabmaster/media/images/ELE061.width-450.png
"Briar, Warden of Thorns",briar-warden-of-thorns,"HER044, HER050, ELE062","HeroDeck, HeroDeck, TalesOfAria",Token,Runeblade,Elemental,Hero,,,,,,,,,,,,,,Briar,,40,4,Essence ,,,,,,"**Essence of Earth and Lightning** *(You may have Earth and Lightning cards in your deck.)*

The first time an attack action card you control deals damage to an opposing hero, create an Embodiment of Earth token.

Whenever you play your second 'non-attack' action card each turn, create an Embodiment of Lightning token.",Elemental Runeblade Hero,https://storage.googleapis.com/fabmaster/media/images/HER044.width-450.png
Briar,briar,"HER047, ELE063","HeroDeck, TalesOfAria",Token,Runeblade,Elemental,Hero,,,,,,,,,,,,,,Briar,TRUE,20,4,Essence ,,,,,,"**Essence of Earth and Lightning** *(You may have Earth and Lightning cards in your deck.)*

The first time an attack action card you control deals damage to an opposing hero, create an Embodiment of Earth token.

Whenever you play your second 'non-attack' action card each turn, create an Embodiment of Lightning token.",Elemental Runeblade Hero – Young,https://storage.googleapis.com/fabmaster/media/images/HER047.width-450.png
Blossoming Spellblade,blossoming-spellblade-red,ELE064,TalesOfAria,Majestic,Runeblade,Elemental,Action,Attack,,,,,,1,2,6,3,,,,,,,,Fusion,TRUE,,TRUE,,,"**Earth and Lightning Fusion** *(As an additional cost to play Blossoming Spellblade, you may reveal an Earth and a Lightning card from your hand.)*

If Blossoming Spellblade was **fused**, it gains ""Whenever this deals damage to an opposing hero, you may banish a 'non-attack' action card from your graveyard. If you do, you may play it this turn as though it were an instant and if it would be put into your graveyard, instead banish it.""

When you attack with Blossoming Spellblade, if it was **fused**, deal 1 arcane damage to target hero.",Elemental Runeblade Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE064.width-450.png
Flicker Wisp,flicker-wisp-yellow,ELE065,TalesOfAria,Majestic,Runeblade,Elemental,Action,,,,,,,2,0,,2,,,,,,,,"Fusion, GoAgain",,,TRUE,,,"**Lightning Fusion** *(As an additional cost to play Flicker Wisp, you may reveal a Lightning card from your hand.)*

If Flicker Wisp was **fused**, until end of turn, action card effects you control that deal arcane damage, instead deal that much arcane damage plus 1.

Deal 1 arcane damage to target hero.

**Go again**",Elemental Runeblade Action,https://storage.googleapis.com/fabmaster/media/images/ELE065.width-450.png
Force of Nature,force-of-nature-blue,ELE066,TalesOfAria,Majestic,Runeblade,Elemental,Action,,,,,,,3,0,,3,,,,,,,,"Specialization, Fusion, GoAgain",TRUE,,,Briar,,"**Briar Specialization** *(You may only have Force of Nature in your deck if your hero is Briar.)*

**Earth Fusion** *(As an additional cost to play Force of Nature, you may reveal an Earth card from your hand.)*

Whenever an attack action card you control hits this turn, if its {p} is greater than its base {p}, draw a card.

If Force of Nature was fused, your next attack this turn gains +1{p}.

**Go again**",Elemental Runeblade Action,https://storage.googleapis.com/fabmaster/media/images/ELE066.width-450.png
Explosive Growth,explosive-growth-red,ELE067,TalesOfAria,Rare,Runeblade,Elemental,Action,Attack,,,,,,1,1,3,3,,,,,,,,Fusion,TRUE,,,,,"**Earth Fusion** *(As an additional cost to play Explosive Growth, you may reveal an Earth card from your hand.)*

If Explosive Growth was **fused**, whenever it deals damage, attacks gain +1{p} this combat chain.
When you attack with Explosive Growth, deal 1 arcane damage to target hero.",Elemental Runeblade Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE067.width-450.png
Explosive Growth,explosive-growth-yellow,ELE068,TalesOfAria,Rare,Runeblade,Elemental,Action,Attack,,,,,,2,1,2,3,,,,,,,,Fusion,TRUE,,,,,"**Earth Fusion** *(As an additional cost to play Explosive Growth, you may reveal an Earth card from your hand.)*

If Explosive Growth was **fused**, whenever it deals damage, attacks gain +1{p} this combat chain.
When you attack with Explosive Growth, deal 1 arcane damage to target hero.",Elemental Runeblade Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE068.width-450.png
Explosive Growth,explosive-growth-blue,ELE069,TalesOfAria,Rare,Runeblade,Elemental,Action,Attack,,,,,,3,1,1,3,,,,,,,,Fusion,TRUE,,,,,"**Earth Fusion** *(As an additional cost to play Explosive Growth, you may reveal an Earth card from your hand.)*

If Explosive Growth was **fused**, whenever it deals damage, attacks gain +1{p} this combat chain.
When you attack with Explosive Growth, deal 1 arcane damage to target hero.",Elemental Runeblade Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE069.width-450.png
Rites of Lightning,rites-of-lightning-red,ELE070,TalesOfAria,Rare,Runeblade,Elemental,Action,Attack,,,,,,1,1,4,3,,,,,,,,"Fusion, GoAgain",,,TRUE,,,"**Lightning Fusion** *(As an additional cost to play Rites of Lightning, you may reveal a Lightning card from your hand.)*

When you attack with Rites of Lightning, if it was **fused**, deal 1 arcane damage to target hero.

If you have dealt arcane damage this turn, Rites of Lightning gains **go again.**",Elemental Runeblade Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE070.width-450.png
Rites of Lightning,rites-of-lightning-yellow,ELE071,TalesOfAria,Rare,Runeblade,Elemental,Action,Attack,,,,,,2,1,3,3,,,,,,,,"Fusion, GoAgain",,,TRUE,,,"**Lightning Fusion** *(As an additional cost to play Rites of Lightning, you may reveal a Lightning card from your hand.)*

When you attack with Rites of Lightning, if it was **fused**, deal 1 arcane damage to target hero.

If you have dealt arcane damage this turn, Rites of Lightning gains **go again.**",Elemental Runeblade Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE071.width-450.png
Rites of Lightning,rites-of-lightning-blue,ELE072,TalesOfAria,Rare,Runeblade,Elemental,Action,Attack,,,,,,3,1,2,3,,,,,,,,"Fusion, GoAgain",,,TRUE,,,"**Lightning Fusion** *(As an additional cost to play Rites of Lightning, you may reveal a Lightning card from your hand.)*

When you attack with Rites of Lightning, if it was **fused**, deal 1 arcane damage to target hero.

If you have dealt arcane damage this turn, Rites of Lightning gains **go again.**",Elemental Runeblade Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE072.width-450.png
Arcanic Shockwave,arcanic-shockwave-red,"LGS079, ELE073","Promos, TalesOfAria",Common,Runeblade,Elemental,Action,Attack,,,,,,1,0,4,3,,,,,,,,Fusion,,,TRUE,,,"**Lightning Fusion** *(As an additional cost to play Arcanic Shockwave, you may reveal a Lightning card from your hand.)*

When you attack with Arcanic Shockwave, if it was **fused**, deal 1 arcane damage to target hero.",Elemental Runeblade Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE073.width-450.png
Arcanic Shockwave,arcanic-shockwave-yellow,ELE074,TalesOfAria,Common,Runeblade,Elemental,Action,Attack,,,,,,2,0,3,3,,,,,,,,Fusion,,,TRUE,,,"**Lightning Fusion** *(As an additional cost to play Arcanic Shockwave, you may reveal a Lightning card from your hand.)*

When you attack with Arcanic Shockwave, if it was **fused**, deal 1 arcane damage to target hero.",Elemental Runeblade Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE074.width-450.png
Arcanic Shockwave,arcanic-shockwave-blue,ELE075,TalesOfAria,Common,Runeblade,Elemental,Action,Attack,,,,,,3,0,2,3,,,,,,,,Fusion,,,TRUE,,,"**Lightning Fusion** *(As an additional cost to play Arcanic Shockwave, you may reveal a Lightning card from your hand.)*

When you attack with Arcanic Shockwave, if it was **fused**, deal 1 arcane damage to target hero.",Elemental Runeblade Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE075.width-450.png
Vela Flash,vela-flash-red,ELE076,TalesOfAria,Common,Runeblade,Elemental,Action,Attack,,,,,,1,1,5,3,,,,,,,,Fusion,,,TRUE,,,"**Lightning Fusion** *(As an additional cost to play Vela Flash, you may reveal a Lightning card from your hand.)*

If Vela Flash was **fused**, you may play your next 'non-attack' action card this turn as though it were an instant.",Elemental Runeblade Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE076.width-450.png
Vela Flash,vela-flash-yellow,ELE077,TalesOfAria,Common,Runeblade,Elemental,Action,Attack,,,,,,2,1,4,3,,,,,,,,Fusion,,,TRUE,,,"**Lightning Fusion** *(As an additional cost to play Vela Flash, you may reveal a Lightning card from your hand.)*

If Vela Flash was **fused**, you may play your next 'non-attack' action card this turn as though it were an instant.",Elemental Runeblade Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE077.width-450.png
Vela Flash,vela-flash-blue,ELE078,TalesOfAria,Common,Runeblade,Elemental,Action,Attack,,,,,,3,1,3,3,,,,,,,,Fusion,,,TRUE,,,"**Lightning Fusion** *(As an additional cost to play Vela Flash, you may reveal a Lightning card from your hand.)*

If Vela Flash was **fused**, you may play your next 'non-attack' action card this turn as though it were an instant.",Elemental Runeblade Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE078.width-450.png
Rites of Replenishment,rites-of-replenishment-red,ELE079,TalesOfAria,Common,Runeblade,Elemental,Action,Attack,,,,,,1,2,6,3,,,,,,,,Fusion,TRUE,,,,,"**Earth Fusion** *(As an additional cost to play Rites of Replenishment, you may reveal an Earth card from your hand.)*

When you attack with Rites of Replenishment, if you have dealt arcane damage this turn, you may put a 'non-attack' action card from your graveyard on the bottom of your deck.

When you attack with Rites of Replenishment, if it was **fused**, you may put an attack action card from your graveyard on the bottom of your deck.",Elemental Runeblade Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE079.width-450.png
Rites of Replenishment,rites-of-replenishment-yellow,ELE080,TalesOfAria,Common,Runeblade,Elemental,Action,Attack,,,,,,2,2,5,3,,,,,,,,Fusion,TRUE,,,,,"**Earth Fusion** *(As an additional cost to play Rites of Replenishment, you may reveal an Earth card from your hand.)*

When you attack with Rites of Replenishment, if you have dealt arcane damage this turn, you may put a 'non-attack' action card from your graveyard on the bottom of your deck.

When you attack with Rites of Replenishment, if it was **fused**, you may put an attack action card from your graveyard on the bottom of your deck.",Elemental Runeblade Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE080.width-450.png
Rites of Replenishment,rites-of-replenishment-blue,ELE081,TalesOfAria,Common,Runeblade,Elemental,Action,Attack,,,,,,3,2,4,3,,,,,,,,Fusion,TRUE,,,,,"**Earth Fusion** *(As an additional cost to play Rites of Replenishment, you may reveal an Earth card from your hand.)*

When you attack with Rites of Replenishment, if you have dealt arcane damage this turn, you may put a 'non-attack' action card from your graveyard on the bottom of your deck.

When you attack with Rites of Replenishment, if it was **fused**, you may put an attack action card from your graveyard on the bottom of your deck.",Elemental Runeblade Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE081.width-450.png
Stir the Wildwood,stir-the-wildwood-red,"FAB047, ELE082","Promos, TalesOfAria",Common,Runeblade,Elemental,Action,Attack,,,,,,1,2,5,3,,,,,,,,Fusion,TRUE,,,,,"**Earth Fusion** *(As an additional cost to play Stir the Wildwood, you may reveal an Earth card from your hand.)*

If you have dealt arcane damage to an opposing hero this turn, Stir the Wildwood gains +2{p}.

If Stir the Wildwood was **fused**, it gains +2{p}.",Elemental Runeblade Action – Attack,https://storage.googleapis.com/fabmaster/media/images/FAB047.width-450.png
Stir the Wildwood,stir-the-wildwood-yellow,ELE083,TalesOfAria,Common,Runeblade,Elemental,Action,Attack,,,,,,2,2,4,3,,,,,,,,Fusion,TRUE,,,,,"**Earth Fusion** *(As an additional cost to play Stir the Wildwood, you may reveal an Earth card from your hand.)*

If you have dealt arcane damage to an opposing hero this turn, Stir the Wildwood gains +2{p}.

If Stir the Wildwood was **fused**, it gains +2{p}.",Elemental Runeblade Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE083.width-450.png
Stir the Wildwood,stir-the-wildwood-blue,ELE084,TalesOfAria,Common,Runeblade,Elemental,Action,Attack,,,,,,3,2,3,3,,,,,,,,Fusion,TRUE,,,,,"**Earth Fusion** *(As an additional cost to play Stir the Wildwood, you may reveal an Earth card from your hand.)*

If you have dealt arcane damage to an opposing hero this turn, Stir the Wildwood gains +2{p}.

If Stir the Wildwood was **fused**, it gains +2{p}.",Elemental Runeblade Action – Attack,https://storage.googleapis.com/fabmaster/media/images/ELE084.width-450.png
Bramble Spark,bramble-spark-red,ELE085,TalesOfAria,Common,Runeblade,Elemental,Action,,,,,,,1,0,,2,,,,,,,,"Fusion, GoAgain",TRUE,,,,,"**Earth Fusion** *(As an additional cost to play Bramble Spark, you may reveal an Earth card from your hand.)*

The next attack action card you play this turn gains ""When you attack with this, deal 1 arcane damage to target hero.""

If Bramble Spark was **fused**, the next attack action card you play this turn gains +3{p}.

**Go again**",Elemental Runeblade Action,https://storage.googleapis.com/fabmaster/media/images/ELE085.width-450.png
Bramble Spark,bramble-spark-yellow,ELE086,TalesOfAria,Common,Runeblade,Elemental,Action,,,,,,,2,0,,2,,,,,,,,"Fusion, GoAgain",TRUE,,,,,"**Earth Fusion** *(As an additional cost to play Bramble Spark, you may reveal an Earth card from your hand.)*

The next attack action card you play this turn gains ""When you attack with this, deal 1 arcane damage to target hero.""

If Bramble Spark was **fused**, the next attack action card you play this turn gains +2{p}.

**Go again**",Elemental Runeblade Action,https://storage.googleapis.com/fabmaster/media/images/ELE086.width-450.png
Bramble Spark,bramble-spark-blue,ELE087,TalesOfAria,Common,Runeblade,Elemental,Action,,,,,,,3,0,,2,,,,,,,,"Fusion, GoAgain",TRUE,,,,,"**Earth Fusion** *(As an additional cost to play Bramble Spark, you may reveal an Earth card from your hand.)*

The next attack action card you play this turn gains ""When you attack with this, deal 1 arcane damage to target hero.""

If Bramble Spark was **fused**, the next attack action card you play this turn gains +1{p}.

**Go again**",Elemental Runeblade Action,https://storage.googleapis.com/fabmaster/media/images/ELE087.width-450.png
Inspire Lightning,inspire-lightning-red,ELE088,TalesOfAria,Common,Runeblade,Elemental,Action,,,,,,,1,1,,2,,,,,,,,Fusion,,,TRUE,,,"**Lightning Fusion** *(As an additional cost to play Inspire Lightning, you may reveal a Lightning card from your hand.)*

If Inspire Lightning was **fused**, deal 3 arcane damage to target hero.",Elemental Runeblade Action,https://storage.googleapis.com/fabmaster/media/images/ELE088.width-450.png
Inspire Lightning,inspire-lightning-yellow,ELE089,TalesOfAria,Common,Runeblade,Elemental,Action,,,,,,,2,1,,2,,,,,,,,Fusion,,,TRUE,,,"**Lightning Fusion** *(As an additional cost to play Inspire Lightning, you may reveal a Lightning card from your hand.)*

If Inspire Lightning was **fused**, deal 2 arcane damage to target hero.",Elemental Runeblade Action,https://storage.googleapis.com/fabmaster/media/images/ELE089.width-450.png
Inspire Lightning,inspire-lightning-blue,ELE090,TalesOfAria,Common,Runeblade,Elemental,Action,,,,,,,3,1,,2,,,,,,,,Fusion,,,TRUE,,,"**Lightning Fusion** *(As an additional cost to play Inspire Lightning, you may reveal a Lightning card from your hand.)*

If Inspire Lightning was **fused**, deal 1 arcane damage to target hero.",Elemental Runeblade Action,https://storage.googleapis.com/fabmaster/media/images/ELE090.width-450.png
Fulminate,fulminate-yellow,ELE091,TalesOfAria,Majestic,NotClassed,Elemental,Action,,,,,,,2,2,,2,,,,,,,," Fusion, GoAgain",TRUE,,TRUE,,,"**Earth and/or Lightning Fusion** *(As an additional cost to play Fulminate, you may reveal an Earth and/or Lightning card from your hand.)*

If Fulminate was **fused** with an Earth card, attack action cards you control gain +3{p} this turn.

If Fulminate was **fused** with a Lightning card, attack action cards you control gain **go again** this turn.

**Go again**",Elemental Action,https://storage.googleapis.com/fabmaster/media/images/ELE091.width-450.png
